topic_id,word_1,weight_1,word_2,weight_2,word_3,weight_3,word_4,weight_4,word_5,weight_5,word_6,weight_6,word_7,weight_7,word_8,weight_8,word_9,weight_9,word_10,weight_10,word_11,weight_11,word_12,weight_12,word_13,weight_13,word_14,weight_14,word_15,weight_15,word_16,weight_16,word_17,weight_17,word_18,weight_18,word_19,weight_19,word_20,weight_20
10,project,0.011702,operational,0.007714,cover,0.006631,contract,0.006414,approval,0.004127,mexico,0.003951,support,0.003645,personnel,0.003471,headquarters,0.003404,period,0.003324,soviet,0.003283,city,0.003044,gerende,0.002948,fund,0.002839,required,0.002806,june,0.002716,july,0.002697,provided,0.002471,dispatch,0.002463,lifeat,0.002256
11,committee,0.055107,employee,0.031187,house,0.030083,salary,0.020684,payroll,0.013359,appointment,0.013334,complete,0.012604,representative,0.011703,adjustment,0.011536,authorizing,0.011318,chairman,0.010515,effective,0.01002,administration,0.009344,item,0.009005,annual,0.008569,approved,0.008564,assassination,0.00813,joint,0.007883,authorization,0.00775,change,0.007695
12,cuba,0.00926,cuban,0.007191,president,0.004875,castro,0.004071,communist,0.003654,de,0.003164,latin,0.00295,national,0.00291,american,0.002897,political,0.002893,charles,0.002848,plan,0.002834,country,0.002822,support,0.002717,military,0.00254,leader,0.002529,force,0.002425,party,0.002413,u.s.,0.002389,october,0.002292
13,info,0.012861,ref,0.009533,cite,0.007927,reproduction,0.007528,message,0.00732,city,0.007147,prohibited,0.006509,per,0.005536,unit,0.00548,rid,0.005279,issuing,0.004902,total,0.004888,mexico,0.004635,advance,0.003886,caracas,0.003548,routing,0.003456,january,0.003447,branch,0.003445,c,0.00341,de,0.003352
14,bpp,0.022784,chicago,0.019351,black,0.015183,illinois,0.014209,panther,0.010757,party,0.006613,hampton,0.006154,percent,0.005329,fbi,0.005067,federal,0.005024,ray,0.004962,bureau,0.004839,police,0.004459,people,0.003997,investigation,0.003984,march,0.003954,internal,0.0036,headquarters,0.00353,west,0.003493,chapter,0.003445
15,program,0.007973,department,0.007468,cuba,0.007237,country,0.007212,soviet,0.004771,military,0.004586,coverage,0.004458,s.,0.004334,u.,0.004248,cuban,0.004071,national,0.003764,investigation,0.003415,board,0.00341,effort,0.003293,force,0.003185,establishment,0.003174,u.s.,0.003035,president,0.002985,attorney,0.002923,political,0.00289
16,committee,0.020276,fbi,0.017828,select,0.00864,investigation,0.008635,bureau,0.00788,attorney,0.007173,senate,0.006562,ssc,0.006481,material,0.005696,counsel,0.005086,interview,0.005064,king,0.004841,department,0.004783,ad,0.004543,j.,0.004239,w.,0.004228,letter,0.004036,dep,0.003993,legal,0.003925,house,0.003706
17,black,0.022968,people,0.022538,party,0.017812,panther,0.014381,revolutionary,0.006208,community,0.005876,police,0.005038,free,0.004696,pig,0.004636,program,0.004599,detroit,0.004334,power,0.004201,white,0.003401,national,0.003359,newton,0.003189,revolution,0.003089,n't,0.003065,political,0.003025,struggle,0.002937,cleaver,0.00283
18,fbi,0.013308,committee,0.013272,bureau,0.010815,ssc,0.00648,mail,0.006205,letter,0.006198,attorney,0.005974,w.,0.004853,list,0.004728,select,0.004725,investigation,0.004642,senate,0.004592,internal,0.004436,riha,0.004319,department,0.004267,dated,0.00423,interview,0.004088,furnished,0.004061,material,0.003722,j.,0.003707
19,assassination,0.010709,oswald,0.007674,classification,0.007166,king,0.006909,kennedy,0.006612,dated,0.005845,dr.,0.005662,cuban,0.005577,jfk,0.005313,nsa,0.005247,president,0.005123,classified,0.004867,mexico,0.004668,november,0.004643,item,0.004539,committee,0.004448,p.,0.004387,fbi,0.004264,april,0.004159,march,0.004116
20,informant,0.0279,bureau,0.024436,index,0.012572,investigation,0.011474,organization,0.00899,card,0.008128,field,0.007167,letter,0.006806,statement,0.005206,sac,0.004857,subversive,0.004824,data,0.004571,potential,0.004402,authority,0.004354,communist,0.004304,confidential,0.004226,set,0.004151,furnished,0.004091,party,0.00359,necessary,0.003534
21,performance,0.01285,employee,0.011163,rating,0.01097,duty,0.01034,personnel,0.010306,code,0.008322,data,0.006928,grade,0.006299,signature,0.005981,specific,0.005972,salary,0.005663,period,0.005042,career,0.00449,letter,0.004405,effective,0.00433,current,0.004286,designation,0.004266,supervisor,0.004258,field,0.004247,assignment,0.004202
22,address,0.010605,city,0.008565,yes,0.00647,duty,0.006351,country,0.006056,school,0.004801,military,0.004551,organization,0.004524,street,0.004476,give,0.004462,month,0.004265,birth,0.004061,indicate,0.003996,employee,0.003996,citizenship,0.003948,employment,0.003935,item,0.003674,travel,0.003527,full,0.003492,answer,0.003465
