topic_id,word_1,weight_1,word_2,weight_2,word_3,weight_3,word_4,weight_4,word_5,weight_5,word_6,weight_6,word_7,weight_7,word_8,weight_8,word_9,weight_9,word_10,weight_10,word_11,weight_11,word_12,weight_12,word_13,weight_13,word_14,weight_14,word_15,weight_15,word_16,weight_16,word_17,weight_17,word_18,weight_18,word_19,weight_19,word_20,weight_20
10,project,0.015309,operational,0.009058,cover,0.007266,contract,0.00696,approval,0.004897,support,0.004328,personnel,0.004317,soviet,0.004238,gerende,0.004063,period,0.003524,mexico,0.00345,riha,0.003399,headquarters,0.003245,city,0.003079,provided,0.00291,u.s.,0.00279,fund,0.002729,employee,0.002676,proprietary,0.002672,june,0.002661
11,ncfe,0.006112,committee,0.005904,national,0.004735,free,0.004395,refugee,0.004371,europe,0.004091,benadum,0.00398,contract,0.003801,exile,0.003538,organization,0.003496,rfe,0.003471,crusade,0.003461,policy,0.003367,fund,0.003212,city,0.003121,council,0.003068,plan,0.002904,program,0.002723,mexico,0.002541,department,0.002366
12,president,0.005895,cuba,0.004915,charles,0.004171,soviet,0.003659,military,0.003526,political,0.003461,communist,0.003307,support,0.003097,force,0.00289,plan,0.002881,national,0.002856,de,0.002606,party,0.002581,haiti,0.002579,country,0.002533,chile,0.002512,american,0.002471,dissem,0.002414,october,0.00235,control,0.002266
13,woman,0.009475,january,0.008846,washington,0.008084,info,0.006319,ref,0.005631,demonstration,0.005076,vietnam,0.00495,per,0.004799,message,0.004435,unit,0.004398,reproduction,0.004378,mrs.,0.004372,congress,0.00411,rankin,0.00404,cite,0.004007,brigade,0.003603,san,0.003425,peace,0.003353,war,0.003274,jeannette,0.003238
14,bpp,0.025934,chicago,0.022187,black,0.019285,illinois,0.016168,panther,0.013533,party,0.009155,ray,0.007971,hampton,0.006911,people,0.006512,fbi,0.006022,police,0.005669,federal,0.004437,chapter,0.004044,west,0.004037,national,0.003976,fred,0.003742,headquarters,0.003575,street,0.003483,gun,0.003272,investigation,0.003238
15,country,0.010488,program,0.010035,department,0.007816,people,0.006893,party,0.005844,coverage,0.005535,military,0.004437,establishment,0.004357,cuba,0.004252,american,0.004062,communist,0.003905,political,0.003854,u.,0.003633,national,0.003602,diplomatic,0.003455,s.,0.003397,force,0.003272,revolutionary,0.00314,effort,0.00308,soviet,0.003015
16,fbi,0.014072,committee,0.009116,attorney,0.008349,surveillance,0.006843,court,0.005614,investigation,0.005578,national,0.004789,law,0.004781,o'dell,0.004634,department,0.004335,maheu,0.003927,criminal,0.003619,president,0.003342,employee,0.003255,authority,0.003247,washington,0.003219,party,0.003105,adam,0.00308,king,0.002995,organization,0.002872
17,black,0.026148,people,0.020733,panther,0.016404,party,0.016219,community,0.007154,detroit,0.005627,police,0.005555,revolutionary,0.005339,free,0.004445,program,0.004387,white,0.004271,newton,0.004026,pig,0.00387,power,0.003724,cleaver,0.003651,right,0.003096,huey,0.003063,want,0.002941,revolution,0.002903,national,0.002809
18,committee,0.010824,list,0.006187,bureau,0.005951,internal,0.005516,fbi,0.00536,department,0.005088,furnished,0.004894,igrs,0.004597,irs,0.004564,interview,0.004526,relating,0.004413,letter,0.004389,organization,0.004364,please,0.004125,revenue,0.003894,nosenko,0.003864,party,0.003681,investigation,0.003558,study,0.003482,davis,0.003271
19,assassination,0.011206,classification,0.008506,nsa,0.007692,dr.,0.007517,cuban,0.006876,jfk,0.00645,king,0.006435,rev,0.005893,pursuant,0.005474,pres,0.005409,executive,0.005402,top,0.005279,declass,0.005192,mlk,0.005188,conc,0.00516,rfk,0.00515,sen.,0.005069,kennedy,0.005023,president,0.004761,doc,0.004693
20,informant,0.02854,bureau,0.025349,index,0.012742,investigation,0.011236,organization,0.008973,card,0.008307,field,0.00728,letter,0.006928,statement,0.005307,sac,0.005086,subversive,0.004887,data,0.004679,potential,0.004578,communist,0.004394,authority,0.004298,confidential,0.004266,set,0.004236,furnished,0.004176,party,0.003625,necessary,0.003509
21,personnel,0.014703,code,0.01269,data,0.010689,salary,0.008804,grade,0.008747,signature,0.007289,employee,0.007108,effective,0.006499,designation,0.006278,career,0.006077,previous,0.005304,field,0.005165,duty,0.004829,rate,0.004479,performance,0.004384,category,0.00436,fund,0.00423,branch,0.004136,pay,0.004127,nature,0.004063
22,address,0.012021,city,0.009684,yes,0.007193,country,0.006917,duty,0.006737,school,0.005529,give,0.005027,street,0.004942,military,0.00489,organization,0.004753,birth,0.00464,indicate,0.00461,citizenship,0.004576,month,0.004323,answer,0.003957,item,0.003855,employment,0.003738,full,0.003734,employee,0.00366,status,0.003508
23,line,0.043664,tax,0.019384,enter,0.017324,total,0.01531,income,0.013137,amount,0.012621,schedule,0.011906,loss,0.010199,instruction,0.008252,expense,0.007214,gain,0.006634,attach,0.006525,payment,0.006294,less,0.005454,credit,0.005188,business,0.004761,check,0.004686,social,0.004642,deduction,0.004532,net,0.004325
24,fbi,0.016609,committee,0.010846,king,0.008947,bureau,0.008619,attorney,0.008475,investigation,0.007175,jr.,0.006737,letter,0.006707,dated,0.006706,robert,0.006519,ssc,0.006233,select,0.00568,j.,0.005555,martin,0.005435,material,0.005322,luther,0.004954,house,0.004557,w.,0.004299,hsca,0.004285,enclosure,0.004277
25,city,0.007133,info,0.007132,mexico,0.006248,ref,0.00559,rid,0.005169,cite,0.004552,branch,0.00374,reproduction,0.003717,message,0.003601,prohibited,0.003554,total,0.003534,operational,0.003515,index,0.003322,approval,0.003202,per,0.003167,cuban,0.003048,destroy,0.002776,advance,0.002722,c,0.002719,jmwave,0.00261
26,info,0.007569,dir,0.006533,board,0.006326,cuba,0.006181,soviet,0.004953,mexi,0.004388,message,0.004006,cite,0.003699,mexico,0.003699,issuing,0.00361,routing,0.003482,reproduction,0.003471,ref,0.003362,meeting,0.003357,prohibited,0.003351,mccone,0.003206,lifeat,0.003076,cuban,0.00307,end,0.00306,dci,0.00291
27,q.,0.014854,king,0.013391,percent,0.010773,committee,0.010653,assigned,0.008866,bureau,0.008839,internal,0.00809,atlanta,0.007824,fbi,0.007641,select,0.00747,sclc,0.007404,investigation,0.006888,levison,0.006772,unit,0.006309,sa,0.006275,counterintelligence,0.006131,supervisor,0.005837,surveillance,0.005776,ssc,0.005679,writer,0.005558
28,oswald,0.014945,assassination,0.014918,jaffe,0.013669,kennedy,0.010651,president,0.008511,soviet,0.008258,pp,0.005708,commission,0.005605,warren,0.005442,public,0.005418,york,0.004628,november,0.004122,p.,0.004104,dated,0.003727,american,0.00368,lee,0.003648,washington,0.003519,december,0.003483,release,0.003479,board,0.003395
29,committee,0.021352,fbi,0.017131,investigation,0.008524,select,0.008278,bureau,0.00803,senate,0.007147,attorney,0.006708,material,0.006512,ssc,0.005831,department,0.005805,counsel,0.00477,interview,0.00477,w.,0.004081,legal,0.004076,ad,0.004042,letter,0.003887,dated,0.003765,j.,0.003576,dep,0.003418,federal,0.003333
30,committee,0.056574,employee,0.032128,house,0.031147,salary,0.021377,appointment,0.013933,payroll,0.013715,complete,0.013033,representative,0.012269,adjustment,0.011855,authorizing,0.011709,chairman,0.010843,effective,0.010094,administration,0.00967,item,0.009586,annual,0.008826,approved,0.008695,assassination,0.008525,joint,0.008326,authorization,0.008,clerk,0.007847
31,de,0.014912,cuban,0.010066,cuba,0.009417,la,0.00674,mexico,0.004349,en,0.003768,info,0.003319,el,0.003152,latin,0.003115,city,0.002961,communist,0.002841,del,0.002819,venezuela,0.002786,american,0.002698,guerrilla,0.002602,july,0.002515,embassy,0.002503,reported,0.00234,castro,0.002336,venezuelan,0.002314
32,performance,0.028844,rating,0.026138,duty,0.02095,employee,0.019487,specific,0.014743,supervisor,0.010856,letter,0.009374,current,0.009136,period,0.007538,responsibility,0.007461,training,0.007225,job,0.006556,manner,0.006173,reviewing,0.006151,evaluation,0.005436,overall,0.005171,assignment,0.005166,level,0.005126,outstanding,0.005028,ability,0.00467
