topic_id,word_1,weight_1,word_2,weight_2,word_3,weight_3,word_4,weight_4,word_5,weight_5,word_6,weight_6,word_7,weight_7,word_8,weight_8,word_9,weight_9,word_10,weight_10,word_11,weight_11,word_12,weight_12,word_13,weight_13,word_14,weight_14,word_15,weight_15,word_16,weight_16,word_17,weight_17,word_18,weight_18,word_19,weight_19,word_20,weight_20
11,info,0.008014,city,0.007019,mexico,0.006124,ray,0.005583,cuba,0.005432,rid,0.004933,ref,0.004906,cite,0.004823,charles,0.004205,cuban,0.004088,operational,0.004066,reproduction,0.003926,approval,0.003622,prohibited,0.003547,tichborn,0.003499,branch,0.003117,message,0.003068,index,0.003054,trace,0.003035,dir,0.00272
12,woman,0.007223,people,0.00581,january,0.004939,washington,0.004916,american,0.00418,york,0.003823,committee,0.003688,party,0.003363,war,0.003247,congress,0.003223,national,0.003177,country,0.003121,vietnam,0.002925,demonstration,0.002866,program,0.002741,organization,0.002675,policy,0.002599,communist,0.00244,world,0.002394,peace,0.002283
13,nosenko,0.033739,kgb,0.01994,soviet,0.012147,american,0.009903,department,0.009146,moscow,0.008707,embassy,0.008312,ussr,0.003495,second,0.003412,directorate,0.003406,told,0.003252,deputy,0.003144,january,0.003087,tourist,0.003056,reported,0.00293,u.s.,0.00291,oswald,0.002881,asked,0.002812,question,0.002811,march,0.002797
14,code,0.010911,personnel,0.009742,data,0.008317,salary,0.008155,grade,0.007399,address,0.00611,city,0.005766,yes,0.005109,signature,0.004966,duty,0.004594,designation,0.004486,employee,0.004268,employment,0.004148,effective,0.004114,previous,0.003886,field,0.003669,country,0.003653,location,0.003546,legal,0.003433,branch,0.003415
15,performance,0.022135,rating,0.019027,duty,0.016442,employee,0.016338,specific,0.010593,letter,0.007492,supervisor,0.007313,current,0.006982,period,0.00675,training,0.006115,responsibility,0.005364,assignment,0.005187,personnel,0.00511,job,0.004706,evaluation,0.004598,manner,0.004528,signature,0.004517,reviewing,0.004479,ability,0.003885,overall,0.003845
16,fbi,0.014708,bureau,0.009273,york,0.008245,committee,0.00783,jaffe,0.006432,attorney,0.006041,washington,0.00531,san,0.005037,national,0.004891,soviet,0.00487,letter,0.004848,communist,0.004747,furnished,0.004702,dated,0.004588,investigation,0.004365,party,0.004131,department,0.004109,ssc,0.004108,sullivan,0.003665,francisco,0.003499
17,cover,0.008937,city,0.006912,project,0.006629,address,0.00571,operational,0.005626,san,0.005547,york,0.00527,costa,0.005127,country,0.004325,halperin,0.003767,proprietary,0.003652,info,0.003585,u.s.,0.003577,university,0.00354,rica,0.003469,american,0.003389,air,0.003344,birth,0.003313,jose,0.002936,humanoid,0.002936
18,index,0.016665,party,0.014233,organization,0.011779,investigation,0.01017,card,0.009774,black,0.009382,communist,0.008552,bureau,0.007695,people,0.006749,panther,0.006545,subversive,0.005596,revolutionary,0.005378,data,0.004445,key,0.004306,dissemination,0.003891,national,0.003187,interview,0.003133,movement,0.003111,status,0.002988,program,0.002956
19,know,0.009244,think,0.008709,thing,0.006177,people,0.00588,say,0.005568,washington,0.005052,get,0.004929,question,0.004523,senator,0.004446,go,0.004301,going,0.004293,like,0.004282,yes,0.004125,paul,0.004063,president,0.004034,assassination,0.004022,street,0.003955,way,0.003931,phone,0.003901,right,0.003676
20,black,0.024405,bpp,0.023095,chicago,0.015547,panther,0.015324,illinois,0.01156,party,0.011191,people,0.010218,police,0.006344,hampton,0.005075,detroit,0.004839,chapter,0.004734,national,0.004629,headquarters,0.004136,community,0.00409,pig,0.003942,program,0.003723,street,0.003621,gun,0.003536,revolutionary,0.003386,fbi,0.003321
21,cuba,0.012226,cuban,0.009319,president,0.007219,castro,0.006935,assassination,0.004922,meeting,0.004435,military,0.003926,soviet,0.003566,kennedy,0.003466,country,0.00326,force,0.003259,u.s.,0.003252,plan,0.003183,support,0.00308,american,0.002939,communist,0.002851,top,0.002811,latin,0.002767,national,0.002698,october,0.00264
22,info,0.007345,message,0.005847,ref,0.005645,city,0.005196,unit,0.005143,reproduction,0.004826,per,0.00444,issuing,0.004415,letter,0.004307,press,0.004136,mexico,0.003803,prohibited,0.003688,cite,0.003569,dissem,0.003425,rowton,0.003169,publication,0.003131,advance,0.002884,guatemala,0.002672,told,0.002612,notified,0.002586
23,committee,0.049429,employee,0.028067,house,0.027783,salary,0.017766,appointment,0.01175,payroll,0.011669,complete,0.011176,representative,0.010706,adjustment,0.01002,authorizing,0.009877,chairman,0.009511,assassination,0.009015,effective,0.008625,item,0.008625,administration,0.00829,approved,0.007746,annual,0.007508,joint,0.007193,select,0.007113,clerk,0.006932
24,mexico,0.016511,project,0.010974,city,0.009503,soviet,0.007256,embassy,0.006197,oswald,0.005797,cuban,0.004659,dispatch,0.0046,headquarters,0.004161,classification,0.0041,operational,0.003884,material,0.003744,lifeat,0.003517,mexican,0.003311,coverage,0.003135,october,0.002901,gerende,0.002824,surveillance,0.002791,target,0.002756,personnel,0.002688
