topic_id,word_1,weight_1,word_2,weight_2,word_3,weight_3,word_4,weight_4,word_5,weight_5,word_6,weight_6,word_7,weight_7,word_8,weight_8,word_9,weight_9,word_10,weight_10,word_11,weight_11,word_12,weight_12,word_13,weight_13,word_14,weight_14,word_15,weight_15,word_16,weight_16,word_17,weight_17,word_18,weight_18,word_19,weight_19,word_20,weight_20
13,nosenko,0.035749,kgb,0.021122,soviet,0.012245,american,0.01043,department,0.009735,moscow,0.009276,embassy,0.008383,ussr,0.003549,second,0.003534,directorate,0.003485,deputy,0.003324,january,0.003246,tourist,0.003241,told,0.003067,reported,0.002998,march,0.002983,u.s.,0.002945,april,0.002855,question,0.002755,oswald,0.002753
14,address,0.009846,city,0.008435,yes,0.00677,duty,0.006365,country,0.005962,grade,0.005153,personnel,0.004728,employee,0.004624,military,0.004602,birth,0.004448,school,0.004424,give,0.00427,street,0.004203,salary,0.004028,citizenship,0.00397,employment,0.003948,item,0.003658,indicate,0.003637,month,0.003625,washington,0.003389
15,performance,0.022834,rating,0.01967,duty,0.016761,employee,0.01662,specific,0.010802,letter,0.007599,supervisor,0.007516,current,0.007233,period,0.00677,training,0.006249,responsibility,0.005431,assignment,0.005257,personnel,0.004983,job,0.004762,evaluation,0.004653,manner,0.004596,reviewing,0.004584,signature,0.004564,ability,0.00396,overall,0.003943
16,fbi,0.016403,jaffe,0.008967,committee,0.008626,bureau,0.007943,attorney,0.007279,soviet,0.005904,ssc,0.005662,letter,0.005452,dated,0.005196,sullivan,0.005024,york,0.004889,riha,0.004559,communist,0.004467,furnished,0.004286,investigation,0.004001,department,0.00367,response,0.003448,interview,0.003445,national,0.003428,appropriate,0.003396
17,cover,0.0116,project,0.009292,operational,0.00791,york,0.007038,proprietary,0.006659,san,0.006217,city,0.00583,costa,0.005319,address,0.004815,company,0.004632,covert,0.004345,vaivada,0.004138,air,0.00392,approval,0.003891,birth,0.003717,rica,0.003668,country,0.003528,u.s.,0.003495,investigation,0.003488,university,0.003292
18,index,0.022874,organization,0.015899,investigation,0.0158,bureau,0.013634,card,0.013621,communist,0.00961,subversive,0.008706,party,0.008377,data,0.006479,key,0.005407,dissemination,0.005308,interview,0.004422,status,0.004252,shall,0.00407,field,0.003983,employee,0.003888,revolutionary,0.003859,facility,0.003849,purpose,0.003716,membership,0.003598
19,know,0.009759,think,0.009481,thing,0.006619,people,0.006192,say,0.005916,washington,0.005437,get,0.005175,senator,0.005012,question,0.004658,going,0.004601,go,0.004544,like,0.004472,yes,0.004448,paul,0.004356,street,0.004344,phone,0.004164,way,0.004147,right,0.004011,ward,0.003878,assassination,0.003776
20,chicago,0.021792,black,0.020465,bpp,0.020379,illinois,0.016601,panther,0.013703,party,0.007487,hampton,0.007466,police,0.006096,fbi,0.005885,people,0.005683,chapter,0.005018,federal,0.004683,west,0.004339,fred,0.004139,chin,0.003927,dossier,0.003785,street,0.00369,headquarters,0.003669,sa,0.003494,investigation,0.003492
21,cuba,0.013232,cuban,0.009767,castro,0.007581,president,0.006315,meeting,0.004933,military,0.004219,soviet,0.003624,plan,0.003613,force,0.003517,support,0.003341,u.s.,0.003335,country,0.003334,communist,0.003206,american,0.003015,latin,0.002938,october,0.002831,political,0.002741,effort,0.002678,program,0.002525,training,0.0025
22,info,0.006499,message,0.005799,ref,0.005743,unit,0.005415,city,0.00519,per,0.004801,reproduction,0.004653,letter,0.004503,press,0.004351,issuing,0.004291,publication,0.003635,prohibited,0.003461,dissem,0.003424,rowton,0.003366,caracas,0.003277,cite,0.003239,mexico,0.003223,advance,0.003122,sac,0.003022,guatemala,0.002833
23,committee,0.050803,employee,0.028703,house,0.028361,salary,0.018369,appointment,0.012082,payroll,0.01203,complete,0.011234,representative,0.010977,adjustment,0.010344,authorizing,0.010227,chairman,0.009604,effective,0.00888,item,0.008619,administration,0.008417,assassination,0.008281,approved,0.007941,annual,0.007714,select,0.00735,clerk,0.007293,joint,0.007088
24,mexico,0.017492,project,0.01254,city,0.010224,soviet,0.008471,embassy,0.007008,dispatch,0.005093,cuban,0.005027,headquarters,0.004831,classification,0.00438,lifeat,0.004097,operational,0.004089,oswald,0.003962,coverage,0.003758,gerende,0.00372,surveillance,0.003424,material,0.003376,target,0.003186,mexican,0.00314,liempty,0.002881,base,0.002747
25,black,0.011158,bpp,0.009996,party,0.009917,program,0.008752,people,0.008247,detroit,0.007011,national,0.005327,panther,0.00511,werbell,0.003804,communist,0.003709,organization,0.003409,community,0.003317,free,0.003261,newspaper,0.003198,committee,0.003078,police,0.003069,leader,0.002987,american,0.002972,counterintelligence,0.002914,school,0.002785
26,de,0.022645,mexico,0.010626,info,0.009489,rico,0.008925,la,0.007475,mexi,0.006821,city,0.005965,le,0.005854,dir,0.005613,en,0.004385,galan,0.004083,cite,0.003594,ref,0.003464,mexican,0.00336,victor,0.003338,et,0.003115,dispatch,0.003095,message,0.002958,routing,0.002954,prohibited,0.002806
27,woman,0.008983,party,0.007987,york,0.007556,washington,0.007234,national,0.006316,black,0.005791,january,0.005598,bureau,0.005171,fbi,0.004742,san,0.00469,demonstration,0.004363,people,0.004356,california,0.004298,francisco,0.004215,organization,0.004069,committee,0.003922,panther,0.00379,vietnam,0.003753,march,0.003654,city,0.003263
28,assassination,0.021969,board,0.021135,jfk,0.011667,release,0.009129,kennedy,0.008977,president,0.008894,executive,0.006472,public,0.006408,oswald,0.006313,collection,0.005537,material,0.005341,nsa,0.005055,commission,0.004253,ray,0.004201,disclosure,0.003785,pursuant,0.003732,national,0.003659,declassification,0.003601,rfk,0.003274,arrb,0.003259
